45.4,2.3186e-07,45.4,2.2107e-07,45.4,2.0955e-07,45.4,2.0395e-07
45.5,2.3269e-07,45.5,2.2171e-07,45.5,2.1001e-07,45.5,2.0432e-07
45.6,2.3353e-07,45.6,2.2236e-07,45.6,2.1047e-07,45.6,2.047e-07
45.7,2.3439e-07,45.7,2.2302e-07,45.7,2.1093e-07,45.7,2.0507e-07
45.8,2.3527e-07,45.8,2.2369e-07,45.8,2.1141e-07,45.8,2.0546e-07
45.9,2.3616e-07,45.9,2.2437e-07,45.9,2.1189e-07,45.9,2.0585e-07
46,2.3706e-07,46,2.2506e-07,46,2.1237e-07,46,2.0624e-07
46.1,2.3798e-07,46.1,2.2576e-07,46.1,2.1286e-07,46.1,2.0664e-07
46.2,2.3891e-07,46.2,2.2647e-07,46.2,2.1336e-07,46.2,2.0704e-07
46.3,2.3986e-07,46.3,2.272e-07,46.3,2.1387e-07,46.3,2.0745e-07
46.4,2.4082e-07,46.4,2.2793e-07,46.4,2.1438e-07,46.4,2.0787e-07
46.5,2.418e-07,46.5,2.2867e-07,46.5,2.149e-07,46.5,2.0829e-07
46.6,2.428e-07,46.6,2.2943e-07,46.6,2.1543e-07,46.6,2.0871e-07
46.7,2.4382e-07,46.7,2.302e-07,46.7,2.1596e-07,46.7,2.0914e-07
46.8,2.4485e-07,46.8,2.3098e-07,46.8,2.165e-07,46.8,2.0958e-07
46.9,2.459e-07,46.9,2.3177e-07,46.9,2.1705e-07,46.9,2.1002e-07
47,2.4697e-07,47,2.3257e-07,47,2.1761e-07,47,2.1046e-07
47.1,2.4805e-07,47.1,2.3339e-07,47.1,2.1817e-07,47.1,2.1092e-07
47.2,2.4916e-07,47.2,2.3422e-07,47.2,2.1874e-07,47.2,2.1137e-07
47.3,2.5028e-07,47.3,2.3506e-07,47.3,2.1932e-07,47.3,2.1184e-07
47.4,2.5143e-07,47.4,2.3592e-07,47.4,2.1991e-07,47.4,2.1231e-07
47.5,2.526e-07,47.5,2.3679e-07,47.5,2.205e-07,47.5,2.1279e-07
47.6,2.5378e-07,47.6,2.3767e-07,47.6,2.2111e-07,47.6,2.1327e-07
47.7,2.5499e-07,47.7,2.3857e-07,47.7,2.2172e-07,47.7,2.1376e-07
47.8,2.5622e-07,47.8,2.3948e-07,47.8,2.2234e-07,47.8,2.1425e-07
47.9,2.5747e-07,47.9,2.4041e-07,47.9,2.2297e-07,47.9,2.1476e-07
48,2.5875e-07,48,2.4135e-07,48,2.2361e-07,48,2.1526e-07
48.1,2.6005e-07,48.1,2.4231e-07,48.1,2.2426e-07,48.1,2.1578e-07
48.2,2.6137e-07,48.2,2.4328e-07,48.2,2.2491e-07,48.2,2.163e-07
48.3,2.6272e-07,48.3,2.4427e-07,48.3,2.2558e-07,48.3,2.1683e-07
48.4,2.6409e-07,48.4,2.4528e-07,48.4,2.2626e-07,48.4,2.1737e-07
48.5,2.6549e-07,48.5,2.463e-07,48.5,2.2694e-07,48.5,2.1791e-07
48.6,2.6692e-07,48.6,2.4734e-07,48.6,2.2764e-07,48.6,2.1846e-07
48.7,2.6838e-07,48.7,2.484e-07,48.7,2.2834e-07,48.7,2.1902e-07
48.8,2.6986e-07,48.8,2.4948e-07,48.8,2.2906e-07,48.8,2.1959e-07
48.9,2.7137e-07,48.9,2.5057e-07,48.9,2.2979e-07,48.9,2.2016e-07
49,2.7291e-07,49,2.5168e-07,49,2.3052e-07,49,2.2074e-07
49.1,2.7448e-07,49.1,2.5282e-07,49.1,2.3127e-07,49.1,2.2133e-07
49.2,2.7609e-07,49.2,2.5397e-07,49.2,2.3203e-07,49.2,2.2193e-07
49.3,2.7772e-07,49.3,2.5514e-07,49.3,2.328e-07,49.3,2.2253e-07
49.4,2.7939e-07,49.4,2.5633e-07,49.4,2.3358e-07,49.4,2.2315e-07
49.5,2.811e-07,49.5,2.5755e-07,49.5,2.3438e-07,49.5,2.2377e-07
49.6,2.8283e-07,49.6,2.5878e-07,49.6,2.3518e-07,49.6,2.244e-07
49.7,2.8461e-07,49.7,2.6004e-07,49.7,2.36e-07,49.7,2.2504e-07
49.8,2.8642e-07,49.8,2.6132e-07,49.8,2.3683e-07,49.8,2.2569e-07
49.9,2.8827e-07,49.9,2.6262e-07,49.9,2.3768e-07,49.9,2.2634e-07
50,2.9016e-07,50,2.6395e-07,50,2.3853e-07,50,2.2701e-07
50.1,2.9209e-07,50.1,2.653e-07,50.1,2.394e-07,50.1,2.2768e-07
50.2,2.9406e-07,50.2,2.6668e-07,50.2,2.4028e-07,50.2,2.2837e-07
50.3,2.9608e-07,50.3,2.6808e-07,50.3,2.4118e-07,50.3,2.2907e-07
50.4,2.9814e-07,50.4,2.6951e-07,50.4,2.4209e-07,50.4,2.2977e-07
50.5,3.0024e-07,50.5,2.7097e-07,50.5,2.4302e-07,50.5,2.3049e-07
50.6,3.0239e-07,50.6,2.7245e-07,50.6,2.4396e-07,50.6,2.3121e-07
50.7,3.0459e-07,50.7,2.7396e-07,50.7,2.4491e-07,50.7,2.3195e-07
50.8,3.0685e-07,50.8,2.7551e-07,50.8,2.4588e-07,50.8,2.3269e-07
50.9,3.0915e-07,50.9,2.7708e-07,50.9,2.4687e-07,50.9,2.3345e-07
51,3.1151e-07,51,2.7868e-07,51,2.4787e-07,51,2.3422e-07
51.1,3.1392e-07,51.1,2.8031e-07,51.1,2.4888e-07,51.1,2.35e-07
51.2,3.1639e-07,51.2,2.8198e-07,51.2,2.4992e-07,51.2,2.3579e-07
51.3,3.1892e-07,51.3,2.8368e-07,51.3,2.5097e-07,51.3,2.3659e-07
51.4,3.2151e-07,51.4,2.8541e-07,51.4,2.5204e-07,51.4,2.374e-07
51.5,3.2416e-07,51.5,2.8718e-07,51.5,2.5312e-07,51.5,2.3823e-07
51.6,3.2688e-07,51.6,2.8899e-07,51.6,2.5423e-07,51.6,2.3907e-07
51.7,3.2967e-07,51.7,2.9083e-07,51.7,2.5535e-07,51.7,2.3992e-07
51.8,3.3252e-07,51.8,2.9271e-07,51.8,2.5649e-07,51.8,2.4079e-07
51.9,3.3546e-07,51.9,2.9463e-07,51.9,2.5765e-07,51.9,2.4166e-07
52,3.3846e-07,52,2.9659e-07,52,2.5883e-07,52,2.4255e-07
52.1,3.4155e-07,52.1,2.986e-07,52.1,2.6003e-07,52.1,2.4346e-07
52.2,3.4471e-07,52.2,3.0064e-07,52.2,2.6125e-07,52.2,2.4438e-07
52.3,3.4796e-07,52.3,3.0273e-07,52.3,2.6249e-07,52.3,2.4531e-07
52.4,3.513e-07,52.4,3.0487e-07,52.4,2.6375e-07,52.4,2.4625e-07
52.5,3.5473e-07,52.5,3.0705e-07,52.5,2.6504e-07,52.5,2.4722e-07
52.6,3.5826e-07,52.6,3.0929e-07,52.6,2.6635e-07,52.6,2.4819e-07
52.7,3.6188e-07,52.7,3.1157e-07,52.7,2.6768e-07,52.7,2.4918e-07
52.8,3.6561e-07,52.8,3.1391e-07,52.8,2.6904e-07,52.8,2.5019e-07
52.9,3.6944e-07,52.9,3.163e-07,52.9,2.7042e-07,52.9,2.5121e-07
53,3.7339e-07,53,3.1874e-07,53,2.7182e-07,53,2.5225e-07
53.1,3.7745e-07,53.1,3.2124e-07,53.1,2.7325e-07,53.1,2.5331e-07
53.2,3.8163e-07,53.2,3.238e-07,53.2,2.7471e-07,53.2,2.5438e-07
53.3,3.8594e-07,53.3,3.2642e-07,53.3,2.7619e-07,53.3,2.5548e-07
53.4,3.9039e-07,53.4,3.2911e-07,53.4,2.777e-07,53.4,2.5658e-07
53.5,3.9497e-07,53.5,3.3186e-07,53.5,2.7924e-07,53.5,2.5771e-07
53.6,3.9969e-07,53.6,3.3468e-07,53.6,2.8081e-07,53.6,2.5886e-07
53.7,4.0457e-07,53.7,3.3757e-07,53.7,2.8241e-07,53.7,2.6002e-07
53.8,4.096e-07,53.8,3.4053e-07,53.8,2.8404e-07,53.8,2.6121e-07
53.9,4.148e-07,53.9,3.4357e-07,53.9,2.857e-07,53.9,2.6241e-07
54,4.2018e-07,54,3.4668e-07,54,2.8739e-07,54,2.6363e-07
54.1,4.2574e-07,54.1,3.4988e-07,54.1,2.8911e-07,54.1,2.6488e-07
54.2,4.3148e-07,54.2,3.5316e-07,54.2,2.9087e-07,54.2,2.6614e-07
54.3,4.3743e-07,54.3,3.5653e-07,54.3,2.9267e-07,54.3,2.6743e-07
54.4,4.4359e-07,54.4,3.5999e-07,54.4,2.945e-07,54.4,2.6874e-07
54.5,4.4998e-07,54.5,3.6354e-07,54.5,2.9636e-07,54.5,2.7008e-07
54.6,4.566e-07,54.6,3.6719e-07,54.6,2.9827e-07,54.6,2.7143e-07
54.7,4.6346e-07,54.7,3.7094e-07,54.7,3.0021e-07,54.7,2.7281e-07
54.8,4.7059e-07,54.8,3.748e-07,54.8,3.022e-07,54.8,2.7422e-07
54.9,4.7799e-07,54.9,3.7877e-07,54.9,3.0423e-07,54.9,2.7565e-07
55,4.8568e-07,55,3.8286e-07,55,3.0629e-07,55,2.771e-07
55.1,4.9367e-07,55.1,3.8706e-07,55.1,3.0841e-07,55.1,2.7859e-07
55.2,5.0199e-07,55.2,3.9139e-07,55.2,3.1057e-07,55.2,2.8009e-07
55.3,5.1066e-07,55.3,3.9585e-07,55.3,3.1277e-07,55.3,2.8163e-07
55.4,5.1969e-07,55.4,4.0045e-07,55.4,3.1502e-07,55.4,2.832e-07
55.5,5.291e-07,55.5,4.0519e-07,55.5,3.1732e-07,55.5,2.8479e-07
55.6,5.3893e-07,55.6,4.1008e-07,55.6,3.1968e-07,55.6,2.8642e-07
55.7,5.4919e-07,55.7,4.1513e-07,55.7,3.2208e-07,55.7,2.8807e-07
55.8,5.5992e-07,55.8,4.2034e-07,55.8,3.2454e-07,55.8,2.8976e-07
55.9,5.7114e-07,55.9,4.2572e-07,55.9,3.2706e-07,55.9,2.9148e-07
56,5.8289e-07,56,4.3128e-07,56,3.2964e-07,56,2.9323e-07
56.1,5.952e-07,56.1,4.3702e-07,56.1,3.3227e-07,56.1,2.9501e-07
56.2,6.0811e-07,56.2,4.4297e-07,56.2,3.3497e-07,56.2,2.9684e-07
56.3,6.2166e-07,56.3,4.4912e-07,56.3,3.3773e-07,56.3,2.9869e-07
56.4,6.3589e-07,56.4,4.5549e-07,56.4,3.4056e-07,56.4,3.0059e-07
56.5,6.5086e-07,56.5,4.6209e-07,56.5,3.4345e-07,56.5,3.0252e-07
56.6,6.6662e-07,56.6,4.6893e-07,56.6,3.4642e-07,56.6,3.0449e-07
56.7,6.8322e-07,56.7,4.7603e-07,56.7,3.4946e-07,56.7,3.065e-07
56.8,7.0073e-07,56.8,4.8339e-07,56.8,3.5258e-07,56.8,3.0856e-07
56.9,7.1921e-07,56.9,4.9104e-07,56.9,3.5577e-07,56.9,3.1065e-07
57,7.3874e-07,57,4.9898e-07,57,3.5905e-07,57,3.1279e-07
57.1,7.5941e-07,57.1,5.0724e-07,57.1,3.6241e-07,57.1,3.1498e-07
57.2,7.8129e-07,57.2,5.1583e-07,57.2,3.6587e-07,57.2,3.1721e-07
57.3,8.0449e-07,57.3,5.2478e-07,57.3,3.6941e-07,57.3,3.1949e-07
57.4,8.2912e-07,57.4,5.341e-07,57.4,3.7305e-07,57.4,3.2182e-07
57.5,8.5528e-07,57.5,5.4382e-07,57.5,3.7678e-07,57.5,3.242e-07
57.6,8.8311e-07,57.6,5.5395e-07,57.6,3.8062e-07,57.6,3.2663e-07
57.7,9.1274e-07,57.7,5.6454e-07,57.7,3.8457e-07,57.7,3.2912e-07
57.8,9.4433e-07,57.8,5.756e-07,57.8,3.8862e-07,57.8,3.3167e-07
57.9,9.7804e-07,57.9,5.8716e-07,57.9,3.928e-07,57.9,3.3427e-07
58,1.0141e-06,58,5.9927e-07,58,3.9709e-07,58,3.3693e-07
58.1,1.0526e-06,58.1,6.1194e-07,58.1,4.0151e-07,58.1,3.3965e-07
58.2,1.0939e-06,58.2,6.2523e-07,58.2,4.0606e-07,58.2,3.4244e-07
58.3,1.1381e-06,58.3,6.3918e-07,58.3,4.1075e-07,58.3,3.4529e-07
58.4,1.1856e-06,58.4,6.5382e-07,58.4,4.1558e-07,58.4,3.4821e-07
58.5,1.2367e-06,58.5,6.6921e-07,58.5,4.2056e-07,58.5,3.5121e-07
58.6,1.2916e-06,58.6,6.8539e-07,58.6,4.2569e-07,58.6,3.5427e-07
58.7,1.3507e-06,58.7,7.0244e-07,58.7,4.3099e-07,58.7,3.5741e-07
58.8,1.4145e-06,58.8,7.2041e-07,58.8,4.3646e-07,58.8,3.6063e-07
58.9,1.4834e-06,58.9,7.3936e-07,58.9,4.4211e-07,58.9,3.6394e-07
59,1.5578e-06,59,7.5938e-07,59,4.4794e-07,59,3.6732e-07
