3.615e+1, 1.089e-7
3.641e+1, 1.274e-7
3.675e+1, 1.540e-7
3.752e+1, 1.737e-7
3.861e+1, 1.849e-7
4.006e+1, 1.960e-7
4.109e+1, 2.037e-7
4.216e+1, 2.138e-7
4.323e+1, 2.248e-7
4.430e+1, 2.373e-7
4.537e+1, 2.507e-7
4.644e+1, 2.658e-7
4.750e+1, 2.825e-7
4.857e+1, 3.008e-7
4.964e+1, 3.213e-7
5.071e+1, 3.453e-7
5.180e+1, 3.733e-7
5.285e+1, 4.052e-7
5.392e+1, 4.425e-7
5.499e+1, 4.869e-7
5.606e+1, 5.397e-7
5.713e+1, 6.045e-7
5.814e+1, 6.842e-7
5.898e+1, 7.699e-7
5.969e+1, 8.642e-7
6.034e+1, 9.799e-7
6.088e+1, 1.110e-6
6.129e+1, 1.257e-6
6.165e+1, 1.446e-6
6.186e+1, 1.897e-6
6.177e+1, 1.616e-6
6.189e+1, 2.791e-6
6.189e+1, 2.475e-6
6.189e+1, 2.195e-6
